trait	n_iv	ivw_b	ivw_se	ivw_p	ivw_or	ivw_or_lci	ivw_or_uci	p_fdr_bh	p_bonf	screen_level
Phospholipids_in_very_small_VLDL	259	-0.0062347471978937	0.012039534879589	0.604558637484903	0.993784648508374	0.970608353455475	1.01751434973222	0.687374889195164	1	null
Phospholipids_in_VLDL	316	0.0221242437408081	0.0122523124220506	0.0709621105520312	1.0223707997525	0.998111496863901	1.04721972993073	0.15364839589092	1	null
Phospholipids_to_total_lipids_ratio_in_chylomicrons_and_extremely_large_VLDL	106	0.0320299002070446	0.0170220234909396	0.0598802826003123	1.03254837825386	0.998667622568826	1.06757857102871	0.134326039346647	1	null
Phospholipids_to_total_lipids_ratio_in_IDL	131	0.0209242393000506	0.0149752298100011	0.162336409478586	1.02114468607076	0.991608198278815	1.05156096097278	0.271287019866899	1	null
Phospholipids_to_total_lipids_ratio_in_large_HDL	351	0.0420616611111516	0.0131430340881412	0.0013728428042616	1.04295878676577	1.01643490563997	1.07017480888955	0.0105872625177168	0.341837858261138	fdr_only
Phospholipids_to_total_lipids_ratio_in_large_LDL	174	-0.0110792598248488	0.0154350257994056	0.472880681056471	0.988981889137524	0.959510605549032	1.01935838060108	0.580035909276164	1	null
Phospholipids_to_total_lipids_ratio_in_large_VLDL	315	0.0346173863036894	0.012616892437949	0.0060744890883304	1.03522354230906	1.00993732767941	1.06114285825379	0.0295025251612995	1	fdr_only
Phospholipids_to_total_lipids_ratio_in_medium_HDL	366	0.0395379192919085	0.0138841420558829	0.0044035936601575	1.04032994671197	1.01240126668889	1.06902908326596	0.024302108336583	1	fdr_only
Phospholipids_to_total_lipids_ratio_in_medium_LDL	127	-0.0158052047026175	0.0146196851799385	0.279656799770055	0.984319042101928	0.956514062993488	1.01293228623556	0.393415497981603	1	null
Phospholipids_to_total_lipids_ratio_in_medium_VLDL	275	-0.0380293738636949	0.0128408384106997	0.0030604920829659	0.962684662707818	0.938758128441566	0.987221022896904	0.0200542770699608	0.762062528658509	fdr_only
Phospholipids_to_total_lipids_ratio_in_small_HDL	205	0.0012510750539823	0.0146277694151449	0.931842114957261	1.00125185797484	0.972953145142112	1.03037364964954	0.943206043188447	1	null
Phospholipids_to_total_lipids_ratio_in_small_LDL	241	-0.0272485681637312	0.0138471635029885	0.0490900581768539	0.973119324975506	0.947063618913493	0.999891878147715	0.118674024136278	1	nominal
Phospholipids_to_total_lipids_ratio_in_small_VLDL	297	-0.0410354945431047	0.0135654087921552	0.0024862507084055	0.959795061855992	0.934612105896204	0.985656568058037	0.0167317953079181	0.61907642639297	fdr_only
Phospholipids_to_total_lipids_ratio_in_very_large_HDL	277	-0.0314082387888417	0.013968004560777	0.0245389423917705	0.96907987631714	0.942908975302774	0.995977163523432	0.0710487983203588	1	nominal
Phospholipids_to_total_lipids_ratio_in_very_large_VLDL	191	-0.0237729778819008	0.0144656070439889	0.100297351950973	0.976507373367928	0.949209669295652	1.00459011437327	0.190641531570933	1	null
Phospholipids_to_total_lipids_ratio_in_very_small_VLDL	250	0.029521044700453	0.0128969216471173	0.022079392705903	1.02996111046687	1.00425209287409	1.05632828310883	0.0654496283782125	1	nominal
Polyunsaturated_fatty_acids	266	-0.0041576402710905	0.0120125180579881	0.72926082129892	0.995850990749519	0.972678010849579	1.01957604131565	0.7964295811554	1	null
Pyruvate	85	0.0039089056054161	0.0237992032339695	0.869538096274128	1.00391655534105	0.95816284344915	1.05185507555254	0.894690024678752	1	null
Ratio_of_linoleic_acid_to_total_fatty_acids	218	-0.0218032641141127	0.0183205947864609	0.234008715011132	0.978432708943103	0.943922107110151	1.01420504797863	0.342483708200008	1	null
Ratio_of_monounsaturated_fatty_acids_to_total_fatty_acids	343	0.0776811335692692	0.0145740946469684	9.81679116730432e-08	1.0807779799029	1.05034208679969	1.11209581766074	2.44438100065878e-05	2.44438100065878e-05	bonferroni_hit
Ratio_of_omega3_fatty_acids_to_total_fatty_acids	171	-0.0473532858439871	0.0185252426120703	0.0105837698543169	0.953750391552112	0.919741376127442	0.989016948672934	0.0405439799034601	1	fdr_only
Ratio_of_omega6_fatty_acids_to_omega3_fatty_acids	173	0.0240112735607184	0.0165294063523041	0.14632378913167	1.0243018653548	0.991648704553556	1.05803023444848	0.253018218706846	1	null
Ratio_of_omega6_fatty_acids_to_total_fatty_acids	253	-0.0383260162421758	0.0140709652096926	0.0064542223114524	0.962399131992095	0.936219699786636	0.989310617443983	0.0297611362139194	1	fdr_only
Ratio_of_polyunsaturated_fatty_acids_to_monounsaturated_fatty_acids	323	-0.0716875617325465	0.0142309648703086	4.71811494259079e-07	0.930821674694965	0.905217300659482	0.957150277011626	5.87405310352553e-05	0.000117481062070511	bonferroni_hit
Ratio_of_polyunsaturated_fatty_acids_to_total_fatty_acids	267	-0.0715263987636331	0.0164416144412033	1.35934682983623e-05	0.930971700768587	0.901448862303693	0.961461424907724	0.000846193401573053	0.00338477360629221	bonferroni_hit
Ratio_of_saturated_fatty_acids_to_total_fatty_acids	106	0.0223023437493479	0.0261344308908096	0.393454057971862	1.02255290021623	0.971493072615714	1.07629633521251	0.502410566333301	1	null
Ratio_of_triglycerides_to_phosphoglycerides	370	0.0406898528503396	0.0128131133246935	0.0014950565074202	1.04152902818793	1.01569809126851	1.06801688994344	0.0106362591527894	0.37226907034763	fdr_only
Remnant_cholesterol_nonHDL_nonLDL_cholesterol	240	-0.0179910742303788	0.0130563222443232	0.168216006555194	0.982169798940531	0.957354559230996	1.00762826546285	0.277389308822803	1	null
Saturated_fatty_acids	245	0.0162730919513182	0.0137086099351738	0.235199655028921	1.01640621986607	0.989460154050801	1.04408611054528	0.342483708200008	1	null
Sphingomyelins	265	-0.0237247571233348	0.0135362895127569	0.079657290374068	0.976554462429543	0.950986050709162	1.00281031186514	0.1624920790737	1	null
Total_cholesterol	252	-0.0241161337163957	0.0121737777882354	0.0475923797855819	0.976172336653519	0.9531559589607	0.999744503393364	0.116181397711862	1	nominal
Total_cholesterol_minus_HDLC	244	-0.0150921766939117	0.0137434708010533	0.27214584954553	0.985021139426232	0.95884160990613	1.01191545620506	0.385024525777483	1	null
Total_concentration_of_branchedchain_amino_acids_leucine_isoleucine_valine	152	0.0350400443331446	0.0224536071693602	0.118629252381478	1.0356611803306	0.991071076011665	1.08225747517542	0.217196204727853	1	null
Total_concentration_of_lipoprotein_particles	284	-0.0048365377447503	0.0145176288603901	0.739021594491803	0.995175139470578	0.967256959476226	1.02389912888978	0.798788144977585	1	null
Total_esterified_cholesterol	262	-0.0213363735630377	0.0121982221030085	0.0802671715906229	0.978889636589072	0.955763397339289	1.00257545255348	0.1624920790737	1	null
Total_fatty_acids	261	0.0221413180836689	0.013076303529833	0.0904098242643629	1.0223882562111	0.996517839995443	1.04893028954017	0.178383078282984	1	null
Total_free_cholesterol	240	-0.0293969876125506	0.0126031969335839	0.0196742746510811	0.971030900700667	0.947338075118776	0.995316281357454	0.0628063383092204	1	nominal
Total_lipids_in_chylomicrons_and_extremely_large_VLDL	277	0.0328054804729854	0.012689769462982	0.0097325006990547	1.03334951303166	1.00796508618244	1.05937321710913	0.0384930074532169	1	fdr_only
Total_lipids_in_IDL	244	-0.0203061050298893	0.0133457839090246	0.128125114449671	0.97989867548033	0.954599076824698	1.00586878567078	0.231182271724406	1	null
Total_lipids_in_large_HDL	411	-0.0303370020850997	0.0122919441045077	0.013585537359126	0.970118546480983	0.947025544027521	0.993774666545875	0.0497470412120937	1	fdr_only
Total_lipids_in_large_LDL	235	-0.0179870552966909	0.0136776531616934	0.18848677216198	0.982173746223755	0.956193237104852	1.008860165851	0.298937619543522	1	null
Total_lipids_in_large_VLDL	324	0.0183394070746493	0.0129741191302692	0.157497671922258	1.0185086067585	0.992935207390602	1.04474065812138	0.266060315381492	1	null
Total_lipids_in_LDL	250	-0.0122748703225276	0.0132612559247835	0.354644020681991	0.98780015859435	0.962455996357815	1.01381170361192	0.469714686967105	1	null
Total_lipids_in_lipoprotein_particles	239	-0.0016856521810791	0.0122025292661391	0.890130110917538	0.99831576773262	0.97472235801885	1.02248026210177	0.912108632174761	1	null
Total_lipids_in_medium_HDL	291	-0.004996082985226	0.0130366791665725	0.7015471644302	0.995016376678897	0.969913900154465	1.02076853388896	0.776378861969421	1	null
Total_lipids_in_medium_LDL	266	-0.0096191551141577	0.0130232851463914	0.460142615533089	0.99042696097401	0.965465612507494	1.01603366532808	0.570027419242483	1	null
Total_lipids_in_medium_VLDL	294	0.0209216350515069	0.0121008659372576	0.0838203681211672	1.02114202675967	0.997207843155648	1.04565065946045	0.168316706952989	1	null
Total_lipids_in_small_HDL	239	0.0366160750471072	0.0155391242145725	0.0184540496749765	1.03729470106136	1.00617839964489	1.06937328134824	0.0596760827151837	1	nominal
Total_lipids_in_small_LDL	265	-0.006474441758126	0.0129355127797868	0.616711213691311	0.993546472279998	0.968673134198078	1.01905850150085	0.698004964586984	1	null
Total_lipids_in_small_VLDL	324	0.0213175041368117	0.0115179067196826	0.0641963021711039	1.0215463453431	0.998743197404968	1.04487013117618	0.142722136076829	1	null
Total_lipids_in_very_large_HDL	365	-0.0421572632876904	0.0121482096260577	0.0005199838922068	0.958718997414963	0.936161051109287	0.981820505045826	0.00562939083302144	0.129475989159493	fdr_only
Total_lipids_in_very_large_VLDL	337	0.0264024813709354	0.0126780998136882	0.0372943866575285	1.02675411472571	1.00155461289579	1.05258764577811	0.0968219081819529	1	nominal
Total_lipids_in_very_small_VLDL	254	-0.0073140818323303	0.0124011104792512	0.555329777987947	0.992712600971161	0.96887443418569	1.01713728152523	0.649188332014079	1	null
Total_lipids_in_VLDL	318	0.02420803460985	0.0125906135369199	0.0545171184451873	1.02450342789364	0.99953054230725	1.05010025140699	0.128096795753719	1	null
Total_phospholipids_in_lipoprotein_particles	248	-0.0010424824027224	0.0135124407943591	0.938504358811505	0.998958060793284	0.97284854530343	1.02576830899473	0.946103584388926	1	null
Total_triglycerides	321	0.0348498910427033	0.0129585130065932	0.0071592735553076	1.03546426467205	1.00949600923131	1.06210052700382	0.0318331984869927	1	fdr_only
Triglycerides_in_chylomicrons_and_extremely_large_VLDL	253	0.0362210736081075	0.0147508453488938	0.0140678858952639	1.03688504907366	1.00733619571721	1.06730067832717	0.0500414798274387	1	nominal
Triglycerides_in_IDL	286	0.0150323455756783	0.0120937748434925	0.213874432003573	1.0151458995632	0.991366035493516	1.03949617044019	0.323622524009511	1	null
Triglycerides_in_large_HDL	191	0.0102110896839145	0.0128968527774042	0.428506167946551	1.0102634007596	0.985046193692639	1.03612616895489	0.53617103426478	1	null
Triglycerides_in_large_LDL	276	0.0165778297975113	0.0121290975117453	0.171693707344731	1.01671600450753	0.992830622163362	1.04117601808988	0.281261402163408	1	null
Triglycerides_in_large_VLDL	312	0.0307851903291995	0.0130327474734423	0.0181697181003595	1.03126395462131	1.00525476337434	1.05794608774726	0.0596760827151837	1	nominal
Triglycerides_in_LDL	295	0.0248422296643616	0.0118965357717152	0.0367806790685592	1.02515336897386	1.00152618298546	1.04933794819592	0.0968219081819529	1	nominal
Triglycerides_in_medium_HDL	257	0.023200392198528	0.0116770597022333	0.0469406724352634	1.0234716147258	1.00031340428301	1.0471659598526	0.11572502412258	1	nominal
Triglycerides_in_medium_LDL	313	0.027914156222188	0.0125746450566916	0.0264271674406915	1.02830740683988	1.00327319716004	1.05396628351579	0.0739366819408111	1	nominal
Triglycerides_in_medium_VLDL	318	0.0265245948634369	0.0130674935191015	0.0423753437231194	1.02687950291224	1.00091272384513	1.05351994073007	0.107667965174048	1	nominal
Triglycerides_in_small_HDL	366	0.0426439936005674	0.0117529055242101	0.0002852065531466	1.04356631242622	1.01980180416465	1.0678846065809	0.00412500230317427	0.0710164317335034	fdr_only
Triglycerides_in_small_LDL	307	0.0345353703110658	0.012827377505829	0.0070957402096166	1.03513864090434	1.00943796977521	1.06149366080602	0.0318331984869927	1	fdr_only
Triglycerides_in_small_VLDL	334	0.0330439224134294	0.0118462861234198	0.0052807289113616	1.03359593627236	1.00987362737256	1.0578754910733	0.0268347244679396	1	fdr_only
Triglycerides_in_very_large_HDL	230	0.0141706166543459	0.0114147956563473	0.21444866048823	1.0142714957858	0.991831164923461	1.03721954254477	0.323622524009511	1	null
Triglycerides_in_very_large_VLDL	341	0.0358056097955999	0.0125894487239119	0.0044537526339023	1.03645435033411	1.0111924624283	1.06234733766389	0.024302108336583	1	fdr_only
Triglycerides_in_very_small_VLDL	317	0.0251681029113794	0.0112277922877874	0.0249879059367118	1.02548749346906	1.00316663325092	1.0483050017857	0.0715171100947269	1	nominal
Triglycerides_in_VLDL	332	0.0360873140723157	0.0130646166419941	0.0057410201554988	1.03674636508619	1.01053578000563	1.06363678237443	0.028590280374384	1	fdr_only
Triglycerides_to_total_lipids_ratio_in_chylomicrons_and_extremely_large_VLDL	110	0.000540471730496	0.0210674944170557	0.979533078629264	1.00054061781166	0.960067372469567	1.04272008048338	0.979533078629264	1	null
Triglycerides_to_total_lipids_ratio_in_IDL	342	0.0329762136422208	0.0113602633528612	0.0036988004346222	1.03352595513078	1.01076765586634	1.05679667699046	0.0230250327055232	0.921001308220928	fdr_only
Triglycerides_to_total_lipids_ratio_in_large_HDL	350	0.0306821868785205	0.0112369533877452	0.0063243700309329	1.03115773634594	1.00869534502152	1.05412033719994	0.0297126063717414	1	fdr_only
Triglycerides_to_total_lipids_ratio_in_large_LDL	289	0.0342948657890306	0.0128884291390895	0.0077931296249086	1.03488971531533	1.00907447028273	1.06136539413723	0.0340436715193376	1	fdr_only
Triglycerides_to_total_lipids_ratio_in_large_VLDL	202	0.0110938999001589	0.0137300118019896	0.419088470489836	1.01115566540311	0.984307507398151	1.038736138851	0.529710807878016	1	null
Triglycerides_to_total_lipids_ratio_in_medium_HDL	345	0.0191826185817934	0.0113490672194708	0.0909825339033692	1.01936778712033	0.996943128606479	1.04229685285163	0.178383078282984	1	null
Triglycerides_to_total_lipids_ratio_in_medium_LDL	246	0.0316566360056209	0.013753520283704	0.0213514464025967	1.03216303682957	1.00471079733124	1.06036536825035	0.0640543392077901	1	nominal
Triglycerides_to_total_lipids_ratio_in_medium_VLDL	315	0.0495134078289564	0.0138828649875658	0.0003617639279435	1.05075968052645	1.02255356355059	1.0797438350186	0.00450396090289658	0.0900792180579315	fdr_only
Triglycerides_to_total_lipids_ratio_in_small_HDL	365	0.0271293338919304	0.0112197558844302	0.0156062138043043	1.02750068483276	1.00515183767048	1.05034644295989	0.0536336197568472	1	nominal
Triglycerides_to_total_lipids_ratio_in_small_LDL	293	0.0344198887535904	0.0133435268577127	0.0098937850482164	1.03501910838392	1.00830083859886	1.06244536720655	0.0384930074532169	1	fdr_only
Triglycerides_to_total_lipids_ratio_in_small_VLDL	261	0.0340243348355996	0.0139485792189307	0.0147170144625313	1.03460978348077	1.00670751485555	1.06328540144822	0.0516131915657788	1	nominal
Triglycerides_to_total_lipids_ratio_in_very_large_HDL	368	0.0525548460222472	0.0128530627663713	4.33429790958803e-05	1.05396036602705	1.02774064361657	1.08084900607502	0.00179873363247903	0.0107924017948742	bonferroni_hit
Triglycerides_to_total_lipids_ratio_in_very_large_VLDL	242	0.0522896473499505	0.0152358024470767	0.000599093423219	1.05368089419674	1.02268086108887	1.08562061639948	0.00596697049526124	0.149174262381531	fdr_only
Triglycerides_to_total_lipids_ratio_in_very_small_VLDL	346	0.047836615822061	0.0122481343300168	9.39822823156182e-05	1.04899925144216	1.02411648244452	1.07448659248175	0.00287792784272043	0.0234015882965889	bonferroni_hit
Tyrosine	162	0.0250010187078767	0.0192479151945466	0.19398000325662	1.02531616502155	0.987355724084798	1.06473605470708	0.305702663360116	1	null
Valine	186	0.0192318495860757	0.0209348579111074	0.358277611461184	1.01941797285556	0.978435440921266	1.06211709011934	0.472016535734576	1	null
VLDL_cholesterol	281	0.0065686301303098	0.0121914970166562	0.590033267149705	1.00659025089488	0.982822540101067	1.03093273897893	0.677042781199431	1	null
